seller_id,item_id,item_name,category,market_price,expected_units_sold,expected_revenue
S133,i1007054,Reebok Nano X4,Footwear,64445.46,3000.0,1.9333638E8
S135,i1007054,Reebok Nano X4,Footwear,64445.46,3000.0,1.9333638E8
S138,i1007054,Reebok Nano X4,Footwear,64445.46,3000.0,1.9333638E8
S141,i1007054,Reebok Nano X4,Footwear,64445.46,3000.0,1.9333638E8
S143,i1007054,Reebok Nano X4,Footwear,64445.46,3000.0,1.9333638E8
S147,i1007054,Reebok Nano X4,Footwear,64445.46,3000.0,1.9333638E8
S107,i1007054,Reebok Nano X4,Footwear,64445.46,3000.0,1.9333638E8
S129,i1007054,Reebok Nano X4,Footwear,64445.46,3000.0,1.9333638E8
S140,i1007054,Reebok Nano X4,Footwear,64445.46,3000.0,1.9333638E8
S100,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S108,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S110,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S115,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S116,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S123,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S125,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S131,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S136,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S145,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S117,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S119,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S142,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S148,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S149,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S104,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S109,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S118,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S130,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S132,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S134,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S150,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S101,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S120,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S122,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S139,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S144,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S103,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S105,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S112,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S114,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S121,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S124,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S126,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S127,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S137,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S146,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S106,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S111,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S113,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S128,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S133,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S135,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S138,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S141,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S143,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S147,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S107,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S129,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S140,i244311,Puma Running Shoes,Footwear,83422.57,3000.0,2.5026771000000003E8
S100,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S108,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S110,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S115,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S116,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S123,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S125,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S131,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S136,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S145,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S117,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S119,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S142,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S148,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S149,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S104,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S109,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S118,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S130,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S132,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S134,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S150,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S101,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S120,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S122,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S139,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S144,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S103,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S105,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S112,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S114,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S121,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S124,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S127,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S137,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S146,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S102,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S106,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S111,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S113,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S128,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S133,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S135,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S138,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S141,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S143,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S147,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S107,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S129,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S140,i309534,Reebok Nano X4,Footwear,39814.29,3000.0,1.1944287E8
S100,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S108,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S110,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S115,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S116,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S125,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S131,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S136,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S145,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S117,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S119,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S142,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S148,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S149,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S104,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S109,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S118,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S130,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S132,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S134,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S150,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S101,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S120,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S122,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S139,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S144,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S103,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S105,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S112,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S114,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S121,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S124,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S126,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S127,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S137,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S146,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S102,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S106,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S111,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S113,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S128,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S133,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S135,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S138,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S141,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S143,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S147,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S107,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S129,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S140,i312112,Puma Running Shoes,Footwear,8054.36,3000.0,2.416308E7
S100,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S108,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S110,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S115,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S116,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S125,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S131,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S136,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S145,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S117,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S119,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S142,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S148,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S149,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S104,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S109,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S118,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S130,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S132,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S134,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S150,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S101,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S120,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S122,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S139,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S144,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S103,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S105,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S112,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S114,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S121,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S124,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S126,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S127,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S137,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S146,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S102,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S106,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S111,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S113,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S128,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S133,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S135,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S138,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S141,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S143,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S147,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S107,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S129,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S140,i429632,Adidas Ultraboost 23,Footwear,105231.54,3000.0,3.1569462E8
S100,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S108,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S110,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S115,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S116,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S123,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S125,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S131,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S136,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S145,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S117,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S142,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S148,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S149,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S104,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S109,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S118,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S130,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S132,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S134,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S150,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S101,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S120,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S122,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S139,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S144,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S103,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S105,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S112,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S114,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S121,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S124,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S126,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S127,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S137,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S146,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S102,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S106,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S111,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S113,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S128,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S133,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S135,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S138,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S141,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S143,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S147,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S107,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S129,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S140,i52174,Nike Air Zoom Pegasus,Footwear,100150.71,3000.0,3.0045213E8
S100,i668448,Skechers Gowalk,Footwear,145069.47,3000.0,4.3520841E8
S108,i668448,Skechers Gowalk,Footwear,145069.47,3000.0,4.3520841E8
S110,i668448,Skechers Gowalk,Footwear,145069.47,3000.0,4.3520841E8
S115,i668448,Skechers Gowalk,Footwear,145069.47,3000.0,4.3520841E8
S116,i668448,Skechers Gowalk,Footwear,145069.47,3000.0,4.3520841E8
S123,i668448,Skechers Gowalk,Footwear,145069.47,3000.0,4.3520841E8
S125,i668448,Skechers Gowalk,Footwear,145069.47,3000.0,4.3520841E8
S131,i668448,Skechers Gowalk,Footwear,145069.47,3000.0,4.3520841E8
S136,i668448,Skechers Gowalk,Footwear,145069.47,3000.0,4.3520841E8
S145,i668448,Skechers Gowalk,Footwear,145069.47,3000.0,4.3520841E8
S117,i668448,Skechers Gowalk,Footwear,145069.47,3000.0,4.3520841E8
S119,i668448,Skechers Gowalk,Footwear,145069.47,3000.0,4.3520841E8
S148,i668448,Skechers Gowalk,Footwear,145069.47,3000.0,4.3520841E8
S149,i668448,Skechers Gowalk,Footwear,145069.47,3000.0,4.3520841E8
S104,i668448,Skechers Gowalk,Footwear,145069.47,3000.0,4.3520841E8
S109,i668448,Skechers Gowalk,Footwear,145069.47,3000.0,4.3520841E8
S118,i668448,Skechers Gowalk,Footwear,145069.47,3000.0,4.3520841E8
S130,i668448,Skechers Gowalk,Footwear,145069.47,3000.0,4.3520841E8
S132,i668448,Skechers Gowalk,Footwear,145069.47,3000.0,4.3520841E8
S134,i668448,Skechers Gowalk,Footwear,145069.47,3000.0,4.3520841E8
S150,i668448,Skechers Gowalk,Footwear,145069.47,3000.0,4.3520841E8
S101,i668448,Skechers Gowalk,Footwear,145069.47,3000.0,4.3520841E8
S120,i668448,Skechers Gowalk,Footwear,145069.47,3000.0,4.3520841E8
S122,i668448,Skechers Gowalk,Footwear,145069.47,3000.0,4.3520841E8
S139,i668448,Skechers Gowalk,Footwear,145069.47,3000.0,4.3520841E8
S144,i668448,Skechers Gowalk,Footwear,145069.47,3000.0,4.3520841E8
S103,i668448,Skechers Gowalk,Footwear,145069.47,3000.0,4.3520841E8
S105,i668448,Skechers Gowalk,Footwear,145069.47,3000.0,4.3520841E8
S112,i668448,Skechers Gowalk,Footwear,145069.47,3000.0,4.3520841E8
S114,i668448,Skechers Gowalk,Footwear,145069.47,3000.0,4.3520841E8
S121,i668448,Skechers Gowalk,Footwear,145069.47,3000.0,4.3520841E8
S124,i668448,Skechers Gowalk,Footwear,145069.47,3000.0,4.3520841E8
S126,i668448,Skechers Gowalk,Footwear,145069.47,3000.0,4.3520841E8
S127,i668448,Skechers Gowalk,Footwear,145069.47,3000.0,4.3520841E8
