seller_id,item_id,item_name,category,market_price,expected_units_sold,expected_revenue
S128,i110450,Nike Air Zoom Pegasus,Footwear,140825.51,3000.0,4.2247653E8
S133,i110450,Nike Air Zoom Pegasus,Footwear,140825.51,3000.0,4.2247653E8
S135,i110450,Nike Air Zoom Pegasus,Footwear,140825.51,3000.0,4.2247653E8
S138,i110450,Nike Air Zoom Pegasus,Footwear,140825.51,3000.0,4.2247653E8
S141,i110450,Nike Air Zoom Pegasus,Footwear,140825.51,3000.0,4.2247653E8
S143,i110450,Nike Air Zoom Pegasus,Footwear,140825.51,3000.0,4.2247653E8
S147,i110450,Nike Air Zoom Pegasus,Footwear,140825.51,3000.0,4.2247653E8
S107,i110450,Nike Air Zoom Pegasus,Footwear,140825.51,3000.0,4.2247653E8
S129,i110450,Nike Air Zoom Pegasus,Footwear,140825.51,3000.0,4.2247653E8
S140,i110450,Nike Air Zoom Pegasus,Footwear,140825.51,3000.0,4.2247653E8
S100,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S108,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S110,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S115,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S116,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S123,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S125,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S131,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S136,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S145,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S117,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S119,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S142,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S148,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S149,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S104,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S109,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S118,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S130,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S132,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S134,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S150,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S101,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S120,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S122,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S139,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S144,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S103,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S105,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S112,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S114,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S121,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S124,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S126,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S127,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S146,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S102,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S106,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S111,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S113,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S128,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S133,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S135,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S138,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S141,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S143,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S147,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S107,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S129,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S140,i222803,Adidas Ultraboost 23,Footwear,13253.77,3000.0,3.976131E7
S100,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S108,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S110,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S115,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S116,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S123,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S125,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S131,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S136,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S145,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S117,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S119,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S142,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S148,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S149,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S104,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S109,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S118,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S130,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S132,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S134,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S150,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S101,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S120,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S122,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S139,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S144,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S103,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S105,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S112,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S114,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S121,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S124,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S126,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S127,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S137,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S146,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S102,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S111,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S113,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S128,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S133,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S135,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S138,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S141,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S143,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S147,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S107,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S129,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S140,i227486,Reebok Nano X4,Footwear,91324.73,3000.0,2.7397419E8
S100,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S108,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S110,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S115,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S116,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S123,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S125,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S136,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S145,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S117,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S119,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S142,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S148,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S149,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S104,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S109,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S118,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S130,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S132,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S134,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S150,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S101,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S120,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S122,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S139,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S144,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S103,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S105,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S112,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S114,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S121,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S124,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S126,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S127,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S137,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S146,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S102,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S106,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S111,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S113,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S128,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S133,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S135,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S138,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S141,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S143,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S147,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S107,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S129,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S140,i24910,Nike Air Zoom Pegasus,Footwear,21874.84,3000.0,6.562452E7
S100,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S108,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S110,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S115,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S116,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S123,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S125,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S131,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S136,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S145,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S117,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S119,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S142,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S148,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S149,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S104,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S109,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S118,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S130,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S132,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S134,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S150,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S101,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S120,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S122,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S139,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S144,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S103,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S105,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S112,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S114,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S121,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S124,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S126,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S127,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S137,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S146,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S102,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S106,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S111,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S113,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S128,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S133,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S135,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S138,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S141,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S143,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S147,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S107,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S140,i417557,Reebok Nano X4,Footwear,121147.75,3000.0,3.6344325E8
S100,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S108,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S110,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S115,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S116,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S123,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S125,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S131,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S136,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S145,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S117,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S119,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S142,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S149,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S104,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S109,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S118,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S130,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S132,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S134,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S150,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S101,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S120,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S122,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S139,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S144,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S103,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S105,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S112,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S114,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S121,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S124,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S126,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S127,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S137,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S146,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S102,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S106,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S111,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S113,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S128,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S133,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S135,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S138,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S141,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S143,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S147,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S107,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S129,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S140,i488023,Nike Air Zoom Pegasus,Footwear,64297.85,3000.0,1.9289355E8
S100,i546335,Skechers Gowalk,Footwear,16836.78,3000.0,5.051034E7
S108,i546335,Skechers Gowalk,Footwear,16836.78,3000.0,5.051034E7
S110,i546335,Skechers Gowalk,Footwear,16836.78,3000.0,5.051034E7
S115,i546335,Skechers Gowalk,Footwear,16836.78,3000.0,5.051034E7
S116,i546335,Skechers Gowalk,Footwear,16836.78,3000.0,5.051034E7
S123,i546335,Skechers Gowalk,Footwear,16836.78,3000.0,5.051034E7
S125,i546335,Skechers Gowalk,Footwear,16836.78,3000.0,5.051034E7
S131,i546335,Skechers Gowalk,Footwear,16836.78,3000.0,5.051034E7
S136,i546335,Skechers Gowalk,Footwear,16836.78,3000.0,5.051034E7
S145,i546335,Skechers Gowalk,Footwear,16836.78,3000.0,5.051034E7
S117,i546335,Skechers Gowalk,Footwear,16836.78,3000.0,5.051034E7
S119,i546335,Skechers Gowalk,Footwear,16836.78,3000.0,5.051034E7
S142,i546335,Skechers Gowalk,Footwear,16836.78,3000.0,5.051034E7
S148,i546335,Skechers Gowalk,Footwear,16836.78,3000.0,5.051034E7
S149,i546335,Skechers Gowalk,Footwear,16836.78,3000.0,5.051034E7
S104,i546335,Skechers Gowalk,Footwear,16836.78,3000.0,5.051034E7
S109,i546335,Skechers Gowalk,Footwear,16836.78,3000.0,5.051034E7
S118,i546335,Skechers Gowalk,Footwear,16836.78,3000.0,5.051034E7
S130,i546335,Skechers Gowalk,Footwear,16836.78,3000.0,5.051034E7
S132,i546335,Skechers Gowalk,Footwear,16836.78,3000.0,5.051034E7
S134,i546335,Skechers Gowalk,Footwear,16836.78,3000.0,5.051034E7
S150,i546335,Skechers Gowalk,Footwear,16836.78,3000.0,5.051034E7
S101,i546335,Skechers Gowalk,Footwear,16836.78,3000.0,5.051034E7
S120,i546335,Skechers Gowalk,Footwear,16836.78,3000.0,5.051034E7
S122,i546335,Skechers Gowalk,Footwear,16836.78,3000.0,5.051034E7
S139,i546335,Skechers Gowalk,Footwear,16836.78,3000.0,5.051034E7
S144,i546335,Skechers Gowalk,Footwear,16836.78,3000.0,5.051034E7
S103,i546335,Skechers Gowalk,Footwear,16836.78,3000.0,5.051034E7
S105,i546335,Skechers Gowalk,Footwear,16836.78,3000.0,5.051034E7
